Genre,Name,Platform,Publisher,Rank,Year,% Europe,% Japan,% North America,% Other,Europe Sales,Global Sales,Japan Sales,North America Sales,Number of Video Games,Other Sales
Role-Playing,Lost Heroes,3DS,Namco Bandai Games,11246,2012,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Toriko: Gourmet Monsters!,3DS,Namco Bandai Games,8698,2012,0%,100%,0%,0%,0,0.16,0.16,0,1,0
Role-Playing,Aikatsu! Cinderella Lesson,3DS,Namco Bandai Games,7720,2012,0%,100%,0%,0%,0,0.2,0.2,0,1,0
Role-Playing,Inazuma Eleven Go 2: Chrono Stone,3DS,Level 5,4215,2012,2%,98%,0%,0%,0.01,0.47,0.46,0,1,0
Role-Playing,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,Square Enix,2164,2012,0%,100%,0%,0%,0,0.96,0.96,0,1,0
Role-Playing,Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,Atlus,5909,2012,7%,47%,43%,3%,0.02,0.3,0.14,0.13,1,0.01
Role-Playing,Etrian Odyssey IV: Legends of the Titans,3DS,Atlus,5054,2012,13%,53%,32%,3%,0.05,0.38,0.2,0.12,1,0.01
Role-Playing,Heroes of Ruin,3DS,Nintendo,7419,2012,33%,0%,62%,10%,0.07,0.21,0,0.13,1,0.02
Role-Playing,Project X Zone,3DS,Namco Bandai Games,4919,2012,10%,38%,46%,5%,0.04,0.39,0.15,0.18,1,0.02
Role-Playing,Rune Factory 4,3DS,Xseed Games,3676,2012,0%,38%,56%,5%,0,0.55,0.21,0.31,1,0.03
Role-Playing,Fantasy Life,3DS,Nintendo,1808,2012,33%,33%,29%,5%,0.37,1.13,0.37,0.33,1,0.06
Role-Playing,Pokemon Mystery Dungeon: Gates to Infinity,3DS,Nintendo,1557,2012,24%,37%,35%,5%,0.3,1.27,0.47,0.44,1,0.06
Role-Playing,Bravely Default: Flying Fairy,3DS,Nintendo,1404,2012,23%,36%,36%,5%,0.32,1.38,0.49,0.5,1,0.07
Role-Playing,Seisou no Amazones,3DS,Arc System Works,16243,2013,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Exstetra,3DS,FuRyu,16471,2013,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Square Enix,13170,2013,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Metal Max 4: Gekkou no Diva,3DS,Kadokawa Shoten,12604,2013,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Toriko: Gourmet Battle!,3DS,Namco Bandai Games,12541,2013,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Magi: The Labyrinth of Beginning,3DS,Namco Bandai Games,11938,2013,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Medabots Dual: Kabuto / Kuwagata,3DS,Rocket Company,11606,2013,0%,100%,0%,0%,0,0.08,0.08,0,1,0
Role-Playing,Digimon World Re:Digitize Decode,3DS,Namco Bandai Games,11153,2013,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Little Battlers eXperience W,3DS,Level 5,10499,2013,0%,100%,0%,0%,0,0.1,0.1,0,1,0
Role-Playing,Super Robot Taisen UX,3DS,Namco Bandai Games,8080,2013,0%,100%,0%,0%,0,0.18,0.18,0,1,0
Role-Playing,Puzzle & Dragons,3DS,GungHo,1247,2013,0%,100%,0%,0%,0,1.51,1.51,0,1,0
Role-Playing,Inazuma Eleven 3,3DS,Nintendo,11053,2013,89%,0%,0%,11%,0.08,0.09,0,0,1,0.01
Role-Playing,Conception II: Children of the Seven Stars,3DS,Screenlife,9824,2013,0%,25%,75%,8%,0,0.12,0.03,0.09,1,0.01
Role-Playing,Etrian Odyssey Untold: The Millennium Girl,3DS,Atlus,6518,2013,4%,54%,38%,4%,0.01,0.26,0.14,0.1,1,0.01
Role-Playing,Dragon Quest VII: Warriors of Eden,3DS,Square Enix,1355,2013,3%,92%,5%,1%,0.04,1.42,1.3,0.07,1,0.01
Role-Playing,Shin Megami Tensei IV,3DS,Atlus,3506,2013,0%,47%,49%,4%,0,0.57,0.27,0.28,1,0.02
Role-Playing,Hometown Story,3DS,Rising Star Games,4587,2013,31%,10%,52%,10%,0.13,0.42,0.04,0.22,1,0.04
Role-Playing,Toushin Toshi,3DS,"imageepoch Inc,",14262,2014,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Hero Bank 2,3DS,Sega,13409,2014,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Lord of Magna: Maiden Heaven,3DS,Marvelous Entertainment,12614,2014,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Magi: Aratanaru Sekai,3DS,Namco Bandai Games,12610,2014,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Medabots 8,3DS,Rocket Company,11759,2014,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Hero Bank,3DS,Sega,11797,2014,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Etrian Odyssey II: Heroes of Lagaard,3DS,Atlus,10483,2014,0%,100%,0%,0%,0,0.1,0.1,0,1,0
Role-Playing,Tales of the World: Reve Unitia,3DS,Namco Bandai Games,10388,2014,0%,100%,0%,0%,0,0.11,0.11,0,1,0
Role-Playing,Dragon Quest X,3DS,Square Enix,8429,2014,0%,100%,0%,0%,0,0.17,0.17,0,1,0
Role-Playing,Dragon Quest Monsters 2,3DS,Square Enix,2616,2014,0%,100%,0%,0%,0,0.79,0.79,0,1,0
Role-Playing,Transformer: Rise of the Dark Spark (3DS),3DS,Activision,12147,2014,14%,0%,71%,14%,0.01,0.07,0,0.05,1,0.01
Role-Playing,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Atlus,10903,2014,22%,0%,78%,11%,0.02,0.09,0,0.07,1,0.01
Role-Playing,Fossil Fighters: Frontier,3DS,Nintendo,5289,2014,11%,66%,23%,3%,0.04,0.35,0.23,0.08,1,0.01
Role-Playing,Final Fantasy Explorers,3DS,Square Enix,3848,2014,13%,54%,29%,4%,0.07,0.52,0.28,0.15,1,0.02
Role-Playing,Persona Q: Shadow of the Labyrinth,3DS,Nippon Ichi Software,2870,2014,10%,38%,46%,6%,0.07,0.71,0.27,0.33,1,0.04
Role-Playing,Langrisser: Re:Incarnation Tensei,3DS,Extreme Entertainment Group,14470,2015,0%,33%,67%,0%,0,0.03,0.01,0.02,1,0
Role-Playing,Medabots 9: Metabee / Rokusho,3DS,Rocket Company,14382,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,"Medarot 9: Kabuto Ver, / Kuwagata Ver,",3DS,Rocket Company,14294,2015,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Shin Megami Tensei: Devil Survivor 2,3DS,Atlus,9782,2015,25%,75%,0%,0%,0.03,0.12,0.09,0,1,0
Role-Playing,7th Dragon III Code: VFD,3DS,Sega,8678,2015,0%,75%,19%,0%,0,0.16,0.12,0.03,1,0
Role-Playing,Dragon Quest VIII: Journey of the Cursed King,3DS,Square Enix,2419,2015,0%,100%,0%,0%,0,0.86,0.86,0,1,0
Role-Playing,Project X Zone 2: Brave New World,3DS,Namco Bandai Games,8456,2015,24%,47%,24%,6%,0.04,0.17,0.08,0.04,1,0.01
Role-Playing,The Legend of Legacy,3DS,FuRyu,6712,2015,8%,40%,44%,4%,0.02,0.25,0.1,0.11,1,0.01
Role-Playing,Etrian Mystery Dungeon,3DS,Nippon Ichi Software,6963,2015,4%,52%,39%,4%,0.01,0.23,0.12,0.09,1,0.01
Role-Playing,Stella Glow,3DS,Atlus,6841,2015,4%,21%,67%,8%,0.01,0.24,0.05,0.16,1,0.02
Role-Playing,Bravely Second: End Layer,3DS,Nintendo,4152,2015,23%,38%,34%,6%,0.11,0.47,0.18,0.16,1,0.03
Role-Playing,Xenoblade Chronicles,3DS,Nintendo,3595,2015,25%,21%,46%,7%,0.14,0.56,0.12,0.26,1,0.04
Role-Playing,Mario & Luigi: Paper Jam,3DS,Nintendo,2773,2015,41%,34%,22%,5%,0.3,0.74,0.25,0.16,1,0.04
Role-Playing,Pokemon Super Mystery Dungeon,3DS,Nintendo,1704,2015,26%,28%,39%,7%,0.31,1.19,0.33,0.46,1,0.08
Role-Playing,Fire Emblem Fates,3DS,Nintendo,1212,2015,14%,34%,46%,6%,0.22,1.54,0.52,0.71,1,0.1
Role-Playing,"Medabots Girls Mission: Metabee Ver, / Rokusho Ver,",3DS,Rocket Company,14613,2016,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Etrian Odyssey V,3DS,Atlus,9911,2016,0%,100%,0%,0%,0,0.12,0.12,0,1,0
Role-Playing,Shin Megami Tensei IV: Final,3DS,Deep Silver,8295,2016,0%,82%,18%,0%,0,0.17,0.14,0.03,1,0
Role-Playing,Dragon Ball: Fusions,3DS,Namco Bandai Games,8446,2016,0%,100%,0%,0%,0,0.17,0.17,0,1,0
Role-Playing,Dragon Quest Monsters Joker 3,3DS,Square Enix,3223,2016,0%,100%,0%,0%,0,0.63,0.63,0,1,0
Role-Playing,Skies of Arcadia,DC,Sega,10997,2000,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Phantasy Star Online,DC,Sega,7528,2000,0%,100%,0%,0%,0,0.2,0.2,0,1,0
Role-Playing,Grandia II,DC,Ubisoft,7656,2000,0%,100%,0%,0%,0,0.2,0.2,0,1,0
Role-Playing,"Phantasy Star Online Ver, 2",DC,Sega,7996,2001,0%,100%,0%,0%,0,0.19,0.19,0,1,0
Role-Playing,Legacy of Ys: Books I & II,DS,Unknown,14852,,0%,0%,67%,0%,0,0.03,0,0.02,1,0
Role-Playing,Mega Man Battle Network: Operation Shooting Star,DS,Capcom,11757,,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Egg Monster Hero,DS,Square Enix,10831,,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Luminous Arc 2 (JP sales),DS,Unknown,10760,,0%,100%,0%,0%,0,0.1,0.1,0,1,0
Role-Playing,Tao Adventure: Curse Demon,DS,Konami Digital Entertainment,14074,2005,0%,0%,75%,0%,0,0.04,0,0.03,1,0
Role-Playing,Mega Man Battle Network 5: Double Team DS (US sales),DS,Nintendo,11883,2005,0%,0%,100%,0%,0,0.07,0,0.07,1,0
Role-Playing,Fullmetal Alchemist: Dual Sympathy,DS,Empire Interactive,11034,2005,0%,44%,56%,0%,0,0.09,0.04,0.05,1,0
Role-Playing,SD Gundam G Generation DS,DS,Namco Bandai Games,10883,2005,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Mega Man Battle Network 5: Double Team DS (JP sales),DS,Nintendo,10352,2005,0%,100%,0%,0%,0,0.11,0.11,0,1,0
Role-Playing,Naruto RPG 2: Chidori vs Rasengan,DS,Tomy Corporation,9125,2005,0%,100%,0%,0%,0,0.14,0.14,0,1,0
Role-Playing,Lunar: Dragon Song,DS,Rising Star Games,9745,2005,0%,0%,92%,8%,0,0.12,0,0.11,1,0.01
Role-Playing,Mario & Luigi: Partners in Time,DS,Nintendo,1458,2005,5%,32%,57%,6%,0.07,1.34,0.43,0.77,1,0.08
Role-Playing,Magical Starsign (US sales),DS,Nintendo,7979,2006,16%,0%,84%,0%,0.03,0.19,0,0.16,1,0
Role-Playing,Far East of Eden II: Manji Maru,DS,Hudson Soft,16220,2006,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Mar Heaven: Karudea no Akuma,DS,Konami Digital Entertainment,15302,2006,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Brave Story: Boku no Kioku to Negai,DS,Namco Bandai Games,15810,2006,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Xenosaga IÂ·II,DS,Namco Bandai Games,15016,2006,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Zoids Dash,DS,Tomy Corporation,15725,2006,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Metal Saga: Hagane no Kisetsu,DS,Success,14685,2006,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Magical Starsign (JP sales),DS,Nintendo,13949,2006,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Role-Playing,Doraemon: Nobita no Kyouryuu 2006 DS,DS,Sega,13036,2006,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,Takara Tomy,11055,2006,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Eyeshield 21: Max Devil Power,DS,Nintendo,9738,2006,0%,100%,0%,0%,0,0.12,0.12,0,1,0
Role-Playing,Tales of the Tempest,DS,Namco Bandai Games,8174,2006,0%,100%,0%,0%,0,0.18,0.18,0,1,0
Role-Playing,Digimon World DS (JP sales),DS,Namco Bandai Games,7127,2006,0%,100%,0%,0%,0,0.23,0.23,0,1,0
Role-Playing,Freshly-Picked: Tingle's Rosy Rupeeland,DS,Nintendo,6705,2006,4%,96%,0%,0%,0.01,0.25,0.24,0,1,0
Role-Playing,Justice League Heroes,DS,Eidos Interactive,11010,2006,0%,0%,89%,11%,0,0.09,0,0.08,1,0.01
Role-Playing,Digimon World DS,DS,Namco Bandai Games,10081,2006,0%,0%,91%,9%,0,0.11,0,0.1,1,0.01
Role-Playing,Lost Magic,DS,Ubisoft,9860,2006,0%,17%,75%,8%,0,0.12,0.02,0.09,1,0.01
Role-Playing,Contact,DS,Rising Star Games,10425,2006,0%,30%,70%,10%,0,0.1,0.03,0.07,1,0.01
Role-Playing,Naruto: Path of the Ninja 2,DS,Takara Tomy,6958,2006,0%,0%,96%,9%,0,0.23,0,0.22,1,0.02
Role-Playing,Lunar Knights,DS,Konami Digital Entertainment,6949,2006,4%,17%,71%,8%,0.01,0.24,0.04,0.17,1,0.02
Role-Playing,Children of Mana,DS,Nintendo,4089,2006,2%,60%,33%,4%,0.01,0.48,0.29,0.16,1,0.02
Role-Playing,Mystery Dungeon: Shiren the Wanderer,DS,Sega,3773,2006,0%,62%,34%,4%,0,0.53,0.33,0.18,1,0.02
Role-Playing,Rune Factory: A Fantasy Harvest Moon,DS,Rising Star Games,3621,2006,4%,25%,66%,5%,0.02,0.56,0.14,0.37,1,0.03
Role-Playing,Dungeon Explorer: Warriors of Ancient Arts,DS,Rising Star Games,12736,2007,0%,0%,83%,0%,0,0.06,0,0.05,1,0
Role-Playing,Izuna 2: The Unemployed Ninja Returns,DS,Success,12582,2007,0%,0%,83%,0%,0,0.06,0,0.05,1,0
Role-Playing,Rondo of Swords (US sales),DS,Success,8617,2007,0%,0%,100%,0%,0,0.16,0,0.16,1,0
Role-Playing,Hoshigami: Ruining Blue Earth Remix,DS,505 Games,16384,2007,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Rondo of Swords (jp sales),DS,Success,16334,2007,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Bomberman Story DS,DS,Rising Star Games,15023,2007,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Dragon Tamer: Sound Spirit,DS,Namco Bandai Games,14739,2007,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Lise no Atelier: Ordre no Renkinjutsushi,DS,Gust,13631,2007,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Role-Playing,Kaite Shabette Hajimeyou! Monster Farm DS,DS,Tecmo Koei,12735,2007,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Zettai Onkan Otoda Master,DS,Hudson Soft,12113,2007,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Doraemon: Nobita no Shin Makai Daibouken DS,DS,Sega,12197,2007,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,Banpresto,11404,2007,0%,100%,0%,0%,0,0.08,0.08,0,1,0
Role-Playing,"Saiyuuki: Kinkaku, Ginkaku no Inbou",DS,D3Publisher,11071,2007,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,Kurikin: Nano Island Story,DS,Nintendo,11118,2007,0%,100%,0%,0%,0,0.09,0.09,0,1,0
Role-Playing,ASH: Archaic Sealed Heat,DS,Nintendo,9982,2007,0%,100%,0%,0%,0,0.12,0.12,0,1,0
Role-Playing,Tamagotchi no Appare! Niji Venture,DS,Namco Bandai Games,8995,2007,0%,100%,0%,0%,0,0.14,0.14,0,1,0
Role-Playing,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,Namco Bandai Games,8741,2007,0%,100%,0%,0%,0,0.15,0.15,0,1,0
Role-Playing,Tales of Innocence,DS,Namco Bandai Games,6471,2007,0%,100%,0%,0%,0,0.26,0.26,0,1,0
Role-Playing,Orcs & Elves,DS,Electronic Arts,12254,2007,0%,0%,100%,17%,0,0.06,0,0.06,1,0.01
Role-Playing,InuYasha: Secret of the Divine Jewel,DS,Namco Bandai Games,10776,2007,0%,0%,90%,10%,0,0.1,0,0.09,1,0.01
Role-Playing,Master of the Monster Lair,DS,Rising Star Games,10306,2007,0%,0%,91%,9%,0,0.11,0,0.1,1,0.01
Role-Playing,Summon Night: Twin Age,DS,Banpresto,9480,2007,0%,38%,54%,8%,0,0.13,0.05,0.07,1,0.01
Role-Playing,Luminous Arc,DS,Rising Star Games,6850,2007,0%,25%,67%,4%,0,0.24,0.06,0.16,1,0.01
Role-Playing,Digimon World: Dawn / Dusk,DS,Namco Bandai Games,5455,2007,0%,55%,42%,3%,0,0.33,0.18,0.14,1,0.01
Role-Playing,Dragon Ball Z: Harukanaru Densetsu,DS,Namco Bandai Games,7456,2007,0%,0%,90%,10%,0,0.21,0,0.19,1,0.02
Role-Playing,Etrian Odyssey,DS,Nintendo,5361,2007,9%,26%,59%,6%,0.03,0.34,0.09,0.2,1,0.02
Role-Playing,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Square Enix,3010,2007,1%,63%,33%,3%,0.01,0.67,0.42,0.22,1,0.02
Role-Playing,Naruto: Path of the Ninja,DS,D3Publisher,4873,2007,0%,0%,93%,8%,0,0.4,0,0.37,1,0.03
Role-Playing,Dragon Quest IV: Chapters of the Chosen,DS,Square Enix,1114,2007,1%,77%,20%,2%,0.02,1.64,1.27,0.32,1,0.03
Role-Playing,Final Fantasy Tactics A2: Grimoire of the Rift,DS,Square Enix,2604,2007,4%,38%,53%,5%,0.03,0.79,0.3,0.42,1,0.04
Role-Playing,The World Ends With You,DS,Square Enix,2416,2007,7%,24%,63%,6%,0.06,0.86,0.21,0.54,1,0.05
Role-Playing,Spectrobes,DS,Disney Interactive Studios,2732,2007,4%,0%,89%,8%,0.03,0.75,0,0.67,1,0.06
Role-Playing,Final Fantasy XII: Revenant Wings,DS,Square Enix,1392,2007,30%,39%,24%,7%,0.42,1.39,0.54,0.34,1,0.1
Role-Playing,Away: Shuffle Dungeon,DS,Majesco Entertainment,14421,2008,0%,0%,67%,0%,0,0.03,0,0.02,1,0
Role-Playing,"My World, My Way (US sales)",DS,Global A Entertainment,14072,2008,0%,0%,100%,0%,0,0.04,0,0.04,1,0
Role-Playing,Mazes of Fate DS,DS,Graffiti,13661,2008,0%,0%,100%,0%,0,0.04,0,0.04,1,0
Role-Playing,The Dark Spire,DS,Success,13311,2008,0%,0%,80%,0%,0,0.05,0,0.04,1,0
Role-Playing,Rhapsody: A Musical Adventure,DS,Nippon Ichi Software,12717,2008,0%,0%,83%,0%,0,0.06,0,0.05,1,0
Role-Playing,Dokapon Journey,DS,Sting,12996,2008,0%,0%,100%,0%,0,0.05,0,0.05,1,0
Role-Playing,Di-Gata Defenders,DS,Game Factory,12378,2008,0%,0%,100%,0%,0,0.06,0,0.06,1,0
Role-Playing,From The Abyss,DS,Nobilis,12369,2008,0%,0%,100%,0%,0,0.06,0,0.06,1,0
Role-Playing,Kimi no Yuusha,DS,SNK Playmore,16012,2008,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Blazer Drive,DS,Sega,16528,2008,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Knights in the Nightmare: DHE Series Special Pack,DS,Sting,16518,2008,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Knights in the Nightmare,DS,Sting,11130,2008,0%,22%,67%,0%,0,0.09,0.02,0.06,1,0
Role-Playing,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Sega,13017,2008,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,Square Enix,13344,2008,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Summon Night 2,DS,Namco Bandai Games,12488,2008,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,Square Enix,12665,2008,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Summon Night,DS,Banpresto,11824,2008,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Digimon World Championship,DS,Namco Bandai Games,11857,2008,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Sigma Harmonics,DS,Square Enix,11821,2008,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Takara Tomy,12123,2008,0%,100%,0%,0%,0,0.07,0.07,0,1,0
Role-Playing,Soma Bringer,DS,Nintendo,10203,2008,0%,100%,0%,0%,0,0.11,0.11,0,1,0
Role-Playing,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,Namco Bandai Games,9030,2008,0%,100%,0%,0%,0,0.14,0.14,0,1,0
Role-Playing,Tales of Hearts,DS,Namco Bandai Games,6773,2008,0%,100%,0%,0%,0,0.24,0.24,0,1,0
Role-Playing,Fossil Fighters (JP sales),DS,Nintendo,5882,2008,0%,100%,0%,0%,0,0.3,0.3,0,1,0
Role-Playing,Magician's Quest: Mysterious Times,DS,Konami Digital Entertainment,3751,2008,2%,89%,7%,0%,0.01,0.54,0.48,0.04,1,0
Role-Playing,Super Robot Taisen OG Saga: Endless Frontier,DS,Namco Bandai Games,11392,2008,0%,0%,100%,13%,0,0.08,0,0.08,1,0.01
Role-Playing,The Wizard of Oz: Beyond The Yellow Brick Road,DS,D3Publisher,8905,2008,0%,0%,87%,7%,0,0.15,0,0.13,1,0.01
Role-Playing,Hero's Saga Laevatein Tactics,DS,GungHo,9086,2008,0%,0%,93%,7%,0,0.14,0,0.13,1,0.01
Role-Playing,Monster Lab,DS,Eidos Interactive,9071,2008,7%,0%,86%,7%,0.01,0.14,0,0.12,1,0.01
Role-Playing,Spectral Force Genesis,DS,Nobilis,11028,2008,0%,11%,89%,11%,0,0.09,0.01,0.08,1,0.01
Role-Playing,Nostalgia,DS,Tecmo Koei,7736,2008,0%,11%,84%,5%,0,0.19,0.02,0.16,1,0.01
Role-Playing,Monster Rancher DS,DS,Tecmo Koei,9384,2008,0%,38%,62%,8%,0,0.13,0.05,0.08,1,0.01
Role-Playing,Disgaea DS,DS,Square Enix,7780,2008,11%,26%,58%,5%,0.02,0.19,0.05,0.11,1,0.01
Role-Playing,Blue Dragon Plus,DS,Ignition Entertainment,7312,2008,18%,23%,55%,5%,0.04,0.22,0.05,0.12,1,0.01
Role-Playing,Bleach: The 3rd Phantom,DS,Sega,7668,2008,10%,35%,50%,5%,0.02,0.2,0.07,0.1,1,0.01
Role-Playing,Glory of Heracles,DS,Nintendo,5886,2008,0%,27%,67%,3%,0,0.3,0.08,0.2,1,0.01
Role-Playing,Ragnarok DS,DS,GungHo,7173,2008,0%,50%,45%,5%,0,0.22,0.11,0.1,1,0.01
Role-Playing,Avalon Code,DS,Rising Star Games,6782,2008,0%,50%,46%,4%,0,0.24,0.12,0.11,1,0.01
Role-Playing,Sands of Destruction,DS,Sega,6946,2008,0%,54%,38%,4%,0,0.24,0.13,0.09,1,0.01
Role-Playing,Suikoden Tierkreis,DS,Konami Digital Entertainment,6288,2008,4%,56%,33%,4%,0.01,0.27,0.15,0.09,1,0.01
Role-Playing,Etrian Odyssey II: Heroes of Lagaard,DS,Atlus,6363,2008,0%,59%,37%,4%,0,0.27,0.16,0.1,1,0.01
Role-Playing,Phantasy Star Ã˜,DS,Sega,4980,2008,0%,53%,42%,3%,0,0.38,0.2,0.16,1,0.01
Role-Playing,Luminous Arc 2,DS,Rising Star Games,7049,2008,0%,0%,91%,9%,0,0.23,0,0.21,1,0.02
Role-Playing,Valkyrie Profile: Covenant of the Plume,DS,Square Enix,4574,2008,5%,38%,55%,5%,0.02,0.42,0.16,0.23,1,0.02
Role-Playing,Inazuma Eleven,DS,Nintendo,3710,2008,26%,70%,0%,4%,0.14,0.54,0.38,0,1,0.02
Role-Playing,Dragon Quest V: Hand of the Heavenly Bride,DS,Square Enix,1157,2008,1%,85%,12%,1%,0.02,1.6,1.36,0.19,1,0.02
Role-Playing,Rune Factory 2: A Fantasy Harvest Moon,DS,Rising Star Games,3733,2008,6%,28%,61%,6%,0.03,0.54,0.15,0.33,1,0.03
Role-Playing,Fire Emblem: Shadow Dragon,DS,Nintendo,3116,2008,5%,42%,48%,5%,0.03,0.65,0.27,0.31,1,0.03
Role-Playing,Spectrobes: Beyond the Portals,DS,Disney Interactive Studios,3830,2008,21%,0%,71%,8%,0.11,0.52,0,0.37,1,0.04
Role-Playing,Fossil Fighters,DS,Nintendo,2320,2008,0%,0%,93%,7%,0,0.9,0,0.84,1,0.06
Role-Playing,Sonic Chronicles: The Dark Brotherhood,DS,Sega,2333,2008,33%,1%,57%,10%,0.29,0.89,0.01,0.51,1,0.09
Role-Playing,Chrono Trigger,DS,Square Enix,1294,2008,14%,33%,47%,6%,0.2,1.47,0.49,0.69,1,0.09
Role-Playing,Dungeon Raiders,DS,Focus Home Interactive,13088,2009,0%,0%,100%,0%,0,0.05,0,0.05,1,0
Role-Playing,Black Sigil: Blade of the Exiled,DS,Graffiti,12923,2009,0%,0%,100%,0%,0,0.05,0,0.05,1,0
Role-Playing,"Game Book DS: Sword World 2,0",DS,Broccoli,16140,2009,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Destiny Links,DS,Namco Bandai Games,16080,2009,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Element Hunter,DS,Namco Bandai Games,16332,2009,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Role-Playing,Cross Treasures,DS,Square Enix,15383,2009,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Marvelous Interactive,14119,2009,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Blue Dragon: Awakened Shadow,DS,Namco Bandai Games,10596,2009,0%,30%,60%,0%,0,0.1,0.03,0.06,1,0
Role-Playing,Luminous Arc 3,DS,Marvelous Interactive,14099,2009,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Role-Playing,Dengeki Gakuen RPG: Cross of Venus,DS,ASCII Media Works,12938,2009,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Summon Night X: Tears Crown,DS,Namco Bandai Games,13054,2009,0%,100%,0%,0%,0,0.05,0.05,0,1,0
Role-Playing,Blood of Bahamut,DS,Square Enix,11003,2009,0%,100%,0%,0%,0,0.09,0.09,0,1,0
